sheet,row_id,Chagatai (chg_Arab),Chagatai Latin (chg_Latn),English (eng_Latn),Kazakh (kaz_Cyrl),Russian (rus_Cyrl),Uzbek (uzn_Latn),Turkish (tur_Latn),source_text,source_lang,type,length,Unnamed: 0
Ch 15,304,الصلواة خير من النوم دېکان اويقودين نماز يخشى راق دور ديدوک ديديلار,""" ‘Aṣ-ṣalawāt ḫayrun minaʾn-nawm,’ degen , ‘Uyqudın namāz yaḫşıraqdur,’ dédük,"" dédiler","""Aṣ-ṣalawāt ḫayrun min an-nūm means, ‘Prayer is better than sleep!’""","«Ас-салауату хайрун минан-наум» деген – «Ұйқыдан намаз жақсырақ» дедік», – деді","«Ас-саляту хайрун мин ан-наум» значит «Молитва лучше сна», — так мы сказали»","""As-salovatu xayrun mina-n-navm"" degan ""Uyqudin namoz yaxshiroqdur"" deduk,"" dédilar","""Es-salâtü hayrun mine'n-nevm"" denen, ""Uykudan namaz daha iyidir"" dédik,"" dédiler",""" ‘Aṣ-ṣalawāt ḫayrun minaʾn-nawm,’ degen , ‘Uyqudın namāz yaḫşıraqdur,’ dédük,"" dédiler",chg,sentence,11,
Ch 15,305,توغلوق تمور خان سوردى سيزلار اولى مو منينک بو ايطم اولى مو ديدى,"Tuǧluq Temür Ḫan sordı, ""sizler äwlā mu? Meniñ bu iṭim äwlā mu?"" dédi","Tughluq Temür Khan asked, ""Are you better? Or is this dog of mine better?""","Тоғлық Темір хан сұрады: «Сіздер артық па (әулә ма), менің бұл итім артық па?» – деді",Туглук-Тимур-хан спросил: «Вы лучше или этот мой пес лучше?»,"Tug‘luq Temurxon so‘rdi: ""Sizlar avlomu? Mening bu itim avlomu?"" dédi","Tuğluk Timur Han sordu: ""Sizler mi evla, benim bu itim mi evla?"" dédi","Tuǧluq Temür Ḫan sordı, ""sizler äwlā mu? Meniñ bu iṭim äwlā mu?"" dédi",chg,sentence,13,
Ch 15,306,انکا حضرت مولانا ايدي لار اى کافر خوب سوردونک,"Aña Ḥażret-i Mawlānā aydılar, ""Ay, kāfir! Ḫūb sorduñ.""","To him the Master said, ""Oh, nonbeliever! That is a good question.""","Оған Хазіреті Мәуләна айтты: «Ей, кәпір! Жақсы сұрадың»",Ему Хазрат Мауляна сказал: «О неверный! Ты хорошо спросил»,"Anga Hazrat Mavlono aytdilar: ""Ey kofir! Xo‘b so‘rding.""","Ona Hazret-i Mevlana dédiler: ""Ey kâfir! İyi sordun.""","Aña Ḥażret-i Mawlānā aydılar, ""Ay, kāfir! Ḫūb sorduñ.""",chg,sentence,8,
Ch 15,307,اکر ايمان مندە بولسە من اولى,"""Eger ı̇̄mān mende bolsa, men äwlā.","""If I have faith, then I am better.""","«Егер иман менде болса, мен артық»","«Если во мне есть вера, я лучше»","""Agar iymon menda bo‘lsa, men avlo.""","""Eğer iman bende ise, ben evlayım.""","""Eger ı̇̄mān mende bolsa, men äwlā.",chg,sentence,6,
Ch 15,308,اکر ايمان ايط دا بولسە ايت اولى,"""Eger ı̇̄mān iṭde bolsa, iṭ äwlā.","""If the dog has faith, then the dog is better.""","«Егер иман итте болса, ит артық»","«Если вера в собаке, собака лучше»","""Agar iymon itda bo‘lsa, it avlo.""","""Eğer iman itte ise, it evladır.""","""Eger ı̇̄mān iṭde bolsa, iṭ äwlā.",chg,sentence,6,
Ch 15,309,اکر ايمان سندە بولسە سېن اولى,"""Eger ı̇̄mān sende bolsa, sen äwlā.""","""If you have faith, then you are better.""","«Егер иман сенде болса, сен артық»","«Если вера в тебе, ты лучше»","""Agar iymon senda bo‘lsa, sen avlo.""","""Eğer iman sende ise, sen evlasın.""","""Eger ı̇̄mān sende bolsa, sen äwlā.""",chg,sentence,6,
Ch 15,310,اعتبارى ايماندادور ديديلار,"""Iʿtibārı ı̇̄māndadur,"" dédiler","""It dépends on faith.""","«Игілік (мән) иманда», – деді","«Вся суть в вере», — сказали они","""E'tibori iymondadur,"" dédilar","""İtibar imandadır,"" dédiler","""Iʿtibārı ı̇̄māndadur,"" dédiler",chg,phrase,3,
Ch 15,311,حى على الصلاح,ḥayyä ʿaläʾṣ-ṣāläḥ,Rush to prayer,Намазға асық,Спеши на молитву,Hayya ala-s-saloh,Haydi namaza,ḥayyä ʿaläʾṣ-ṣāläḥ,chg,phrase,2,
Ch 15,312,يعنى,yaʿnı̇̄,that is to say,Яғни,То есть,Ya'ni,Yani,yaʿnı̇̄,chg,word,1,
Ch 15,313,تريک,tirik,upright,Тірі,Живой,Tirik,Diri,tirik,chg,word,1,
Ch 15,314,تريک,tirik,alive,Сау,Здоровый,Tirik,Sağ,tirik,chg,word,1,
Ch 15,315,الصلواة خير من النوم,aṣ-ṣalawāt ḫayrun minaʾn-nawm,prayers are better than sleep,Намаз ұйқыдан артық,Молитва лучше сна,As-salovatu xayrun mina-n-navm,Namaz uykudan hayırlıdır,aṣ-ṣalawāt ḫayrun minaʾn-nawm,chg,phrase,3,
Ch 15,316,نماز,namāz,prayer,Намаз,Молитва,Namoz,Namaz,namāz,chg,word,1,
Ch 15,317,اولى,äwlā,more important,Артық (абзал),Более важный,Avlo,Evla (daha iyi),äwlā,chg,word,1,
Ch 15,318,اولى,äwlā,taking precedence,Басым,Превосходящий,Avlo,Üstün,äwlā,chg,word,1,
Ch 15,319,اکر,eger,if,Егер,Если,Agar,Eğer,eger,chg,word,1,
Ch 15,320,اعتبار,iʿtibār,the thing on which a matter dépends,Игілік (мән),Суть (значение),E'tibor,İtibar (değer),iʿtibār,chg,word,1,
Ch 16,0,قصە,qiṣṣa,story,қисса,сказание,qissa,kıssa,qiṣṣa,chg,word,1,
Ch 16,1,عاج,ʿĀc,the antediluvian giant Aj,Адж,Адж,Oj,Ac,ʿĀc,chg,word,1,
Ch 16,2,عنوق,ʿAnūq,Anuq,Ануқ,Анук,Unuq,Unuk,ʿAnūq,chg,word,1,
Ch 16,3,عنوق,ʿAnūq,an evil daughter of Adam and Eve,Ануқ,Анук,Unuq,Unuk,ʿAnūq,chg,word,1,
Ch 16,4,نوح,Nūḥ,Noah,Нұх,Нух,Nuh,Nuh,Nūḥ,chg,word,1,
Ch 16,5,عادى,ʿādı̇̄,member of the tribe of Ad,адтық,адит,odiy,Ad kavminden,ʿādı̇̄,chg,word,1,
Ch 16,6,عادى,ʿādı̇̄,giant in stature,дәу,великан,bahaybat,dev,ʿādı̇̄,chg,word,1,
Ch 16,7,کمرسە,kimerse,someone,біреу,кто-то,kimsan,kimse,kimerse,chg,word,1,
Ch 16,8,کمرسە,kimerse,person,кісі,человек,kimsa,kişi,kimerse,chg,word,1,
Ch 16,9,آدم,Ādam,Adam,Адам,Адам,Odam,Adem,Ādam,chg,word,1,
Ch 16,10,آدم,Ādam,the first man,Адам,Адам,Odam,Adem,Ādam,chg,word,1,
Ch 16,11,اياغ,ayaǧ,foot,аяқ,нога,oyoq,ayak,ayaǧ,chg,word,1,
Ch 16,12,خوراک,ḫorāk,food,қорек,пища,xurak,yiyecek,ḫorāk,chg,word,1,
Ch 16,13,خوراک,ḫorāk,sustenance,азық,пропитание,ozuqa,azık,ḫorāk,chg,word,1,
Ch 16,14,جانکال,çengel,wilderness,тоғай,чаща,changalzor,çalılık,çengel,chg,word,1,
Ch 16,15,آلقات,alqat,scrub,алқа,ягоды,alqor,yaban meyvesi,alqat,chg,word,1,
Ch 16,16,آلقات,alqat,bushes,бұта,кустарник,buta,çalı,alqat,chg,word,1,
Ch 16,17,يول,yul-,to pull up,жұлу,вырывать,yulmoq,yolmak,yul-,chg,word,1,
Ch 16,18,يول,yul-,to pluck,жұлу,срывать,uzmoq,koparmak,yul-,chg,word,1,
Ch 16,19,قاتيش,qatış-,to join together,қосу,смешивать,qo'shmoq,katmak,qatış-,chg,word,1,
Ch 16,20,قاتيش,qatış-,to meet,түйісу,встречаться,uchrashmoq,kavuşmak,qatış-,chg,word,1,
Ch 16,21,شوم,şum-,to suck on,сору,сосать,shimmoq,emmek,şum-,chg,word,1,
Ch 16,22,يوتا,yöte-,to swallow,жұту,глотать,yutmoq,yutmak,yöte-,chg,word,1,
Ch 16,23,آفتاب,āftāb,sun,күн,солнце,oftob,güneş,āftāb,chg,word,1,
Ch 16,24,فيش,fiş-,to ripen,пісу,зреть,pishmoq,pişmek,fiş-,chg,word,1,
Ch 16,25,فيش,fiş-,to be ready,дайын болу,быть готовым,tayyor bo'lmoq,hazır olmak,fiş-,chg,word,1,
Ch 16,26,فيش,fiş-,to be prepared through cooking,пісу,готовиться,pishmoq,pişmek,fiş-,chg,word,1,
Ch 16,27,فيشور,fişür-,to cook,пісіру,готовить,pishirmoq,pişirmek,fişür-,chg,word,1,
Ch 16,28,بلکە,belki,perhaps,бәлкім,возможно,balki,belki,belki,chg,word,1,
Ch 16,29,بلکە,belki,even,тіпті,даже,hatto,hatta,belki,chg,word,1,
Ch 16,30,اوستخوان,ustuḫᵛān,skeleton,қаңқа,скелет,ustixon,iskelet,ustuḫᵛān,chg,word,1,
Ch 16,31,اوستخوان,ustuḫᵛān,bone,сүйек,кость,suyak,kemik,ustuḫᵛān,chg,word,1,
Ch 16,32,بر کونچيليک يول,bir künçilik yol,a road one day in length,бір күндік жол,путь длиной в один день,bir kunlik yo'l,bir günlük yol,bir künçilik yol,chg,phrase,3,
Ch 16,33,سکز يلليق جنک,segiz yıllıq ceñ,an eight-year war,сегіз жылдық соғыс,восьмилетняя война,sakkiz yillik jang,sekiz yıllık savaş,segiz yıllıq ceñ,chg,phrase,3,
Ch 16,34,تورت کونلوک روايت,tört künlük riwāyat,a story that lasts for four days,төрт күндік хикая,четырехдневное сказание,to'rt kunlik rivoyat,dört günlük rivayet,tört künlük riwāyat,chg,phrase,3,
Ch 16,35,اوچ کونچيليک سفر,üç künçilik säfär,a three-day trip,үш күндік сапар,трехдневное путешествие,uch kunlik safar,üç günlük sefer,üç künçilik säfär,chg,phrase,3,
Ch 16,36,شهرداکی,şahardeki,in the city,қаладағы,находящийся в городе,shahardagi,şehirdeki,şahardeki,chg,word,1,
Ch 16,37,شهرداقي,şahardeki,in the city,қаладағы,который в городе,shahardagi,şehirdeki,şahardeki,chg,word,1,
Ch 16,38,کليش,keliş,coming,келу,приход,kelish,geliş,keliş,chg,word,1,
Ch 16,39,قاتيشيچە,qatışıça,as they meet,қосылғанша,смешиваясь,qo'shilguncha,karışınca,qatışıça,chg,word,1,
Ch 16,40,قاتيشيچە,qatışıça,meeting,кездесу,встреча,uchrashish,buluşma,qatışıça,chg,word,1,
Ch 16,41,آلغانيچە,alǧanıça,as he took,алғанша,пока брал,olguncha,alınca,alǧanıça,chg,word,1,
Ch 16,42,آلغانيچە,alǧanıça,taking,алу,взятие,olish,alma,alǧanıça,chg,word,1,
Ch 16,43,کلتور,keltür-,to cause to come,келтіру,приводить,keltirmoq,getirmek,keltür-,chg,word,1,
Ch 16,44,کلتور,keltür-,to bring,әкелу,приносить,olib kelmoq,getirmek,keltür-,chg,word,1,
Ch 16,45,کلتور,keltür-,to pass down over generations,жеткізу,передавать,yetkazmoq,aktarmak,keltür-,chg,word,1,
Ch 16,46,طوفان,ṭūfān,the Flood,топан су,потоп,to'fon,tufan,ṭūfān,chg,word,1,
Ch 16,47,هلاک,hälāk,destroyed,қираған,уничтоженный,halok,helak,hälāk,chg,word,1,
Ch 16,48,هلاک,hälāk,killed,өлген,погибший,o'lgan,ölmüş,hälāk,chg,word,1,
Ch 16,49,يقا,yaqa,edge,жаға,край,yoqa,yaka,yaqa,chg,word,1,
Ch 16,50,يقا,yaqa,side,жақ,сторона,tomon,taraf,yaqa,chg,word,1,
Ch 16,51,تز,tez,knee,тізе,колено,tizza,diz,tez,chg,word,1,
Ch 16,52,يوققارى,yoqqarı,high,жоғары,высоко,yuqori,yukarı,yoqqarı,chg,word,1,
Ch 16,53,يوققارى,yoqqarı,above,үстінде,наверху,yuqorida,yukarıda,yoqqarı,chg,word,1,
Ch 16,54,يمان,yaman,very much,қатты,очень,juda,yaman,yaman,chg,word,1,
Ch 16,55,کونلا,künle-,to be jealous,қызғану,ревновать,rashk qilmoq,kıskanmak,künle-,chg,word,1,
Ch 16,56,اوستون,üstün,area above,үсті,верх,usti,üstü,üstün,chg,word,1,
Ch 16,57,اوستون,üstün,upper,жоғарғы,верхний,yuqori,yukarı,üstün,chg,word,1,
Ch 16,58,جفت,cüft,couple,жұп,чета,juft,çift,cüft,chg,word,1,
Ch 16,59,جفت,cüft,pair,жұп,пара,juft,çift,cüft,chg,word,1,
Ch 16,60,قورق,qorq-,to fear,қорқу,бояться,qo'rqmoq,korkmak,qorq-,chg,word,1,
Ch 16,61,قبول,qabūl,acceptance,қабыл,принятие,qabul,kabul,qabūl,chg,word,1,
Ch 16,62,قبول,qabūl,consent,келісім,согласие,rozilik,rıza,qabūl,chg,word,1,
Ch 16,63,تانکلاسى,tañlası,dawn,таң,рассвет,tong,tan,tañlası,chg,word,1,
Ch 16,64,تانکلاسى,tañlası,the morning after,ертесіне,на следующее утро,ertasi tongda,ertesi sabah,tañlası,chg,word,1,
Ch 16,65,قويروق,quyruq,tail,құйрық,хвост,quyruq,kuyruk,quyruq,chg,word,1,
Ch 16,66,قويروق,quyruq,foot of a mountain,тау етегі,подножие горы,tog' etagi,dağ eteği,quyruq,chg,word,1,
Ch 16,67,يکت,yigit,young man,жігіт,юноша,yigit,yiğit,yigit,chg,word,1,
Ch 16,68,عاشيق,ʿāşıq,in love,ғашық,влюбленный,oshiq,aşık,ʿāşıq,chg,word,1,
Ch 16,69,عاشيق,ʿāşıq,passion,ғашықтық,страсть,oshiqlik,aşk,ʿāşıq,chg,word,1,
Ch 16,70,شيدا,şäydā,mad,диуана,безумный,shaydo,çılgın,şäydā,chg,word,1,
Ch 16,71,شيدا,şäydā,crazy,ессіз,сумасшедший,telba,deli,şäydā,chg,word,1,
Ch 16,72,بربر,bir-bir,each other,бір-бірі,друг друга,bir-biri,birbirleri,bir-bir,chg,word,1,
Ch 16,73,بربردە,bir-birde,together,бірге,вместе,birga,birlikte,bir-birde,chg,word,1,
Ch 16,74,حيلە,ḥıyla,trick,айла,хитрость,hiyla,hile,ḥıyla,chg,word,1,
Ch 16,75,حيلە,ḥıyla,plan,жоспар,план,reja,plan,ḥıyla,chg,word,1,
Ch 16,76,حيلە,ḥıyla,plot,қастандық,заговор,fitna,komplo,ḥıyla,chg,word,1,
Ch 16,77,حيلە,ḥıyla,scheme,қулық,схема,nayrang,düzen,ḥıyla,chg,word,1,
Ch 16,78,ماما,mama,old woman,кемпір,старуха,kampir,yaşlı kadın,mama,chg,word,1,
Ch 16,79,حال,ḥāl,situation,хал,положение,hol,hal,ḥāl,chg,word,1,
Ch 16,80,يغاجي,yaǧaççı,carpenter,ағаш ұстасы,плотник,yog'och ustasi,marangoz,yaǧaççı,chg,word,1,
Ch 16,81,صندوق,ṣanduq,box,сандық,сундук,sandiq,sandık,ṣanduq,chg,word,1,
Ch 16,82,ايتور,éttür-,to cause to make,жасатқызу,заставить сделать,yasattirmoq,yaptırmak,éttür-,chg,word,1,
Ch 16,83,ايتور,éttür-,to have something made,жасату,заказать изготовление,yasattirmoq,yaptırmak,éttür-,chg,word,1,
Ch 16,84,توپ,tüp,root,түп,корень,tub,dip,tüp,chg,word,1,
Ch 16,85,توپ,tüp,bottom,етек,низ,tub,dip,tüp,chg,word,1,
Ch 16,86,يغلا,yıǧla-,to cry,жылау,плакать,yig'lamoq,ağlamak,yıǧla-,chg,word,1,
Ch 16,87,يغلا,yıǧla-,to weep,еңіреу,рыдать,faryod qilmoq,feryat etmek,yıǧla-,chg,word,1,
Ch 16,88,امانت,amānat,an object held in trust for another person,аманат,вверенное,omonat,emanet,amānat,chg,word,1,
Ch 16,89,ساقلا,saqla-,to save,сақтау,сохранять,saqlamoq,saklamak,saqla-,chg,word,1,
Ch 16,90,ساقلا,saqla-,to keep,ұстау,хранить,tutmoq,tutmak,saqla-,chg,word,1,
Ch 16,91,ساقلا,saqla-,to preserve,қорғау,беречь,asramoq,korumak,saqla-,chg,word,1,
Ch 16,92,ساقلا,saqla-,to wait,күту,ждать,kutmoq,beklemek,saqla-,chg,word,1,
Ch 16,93,اعتماد,iʿtimād,trust,сенім,доверие,ishonch,güven,iʿtimād,chg,word,1,
Ch 16,94,اعتماد,iʿtimād,confidence,сенімділік,уверенность,ishonch,itimat,iʿtimād,chg,word,1,
Ch 16,95,آغيز,aǧız,mouth,ауыз,рот,og'iz,ağız,aǧız,chg,word,1,
Ch 16,96,آغزى,aǧzı,mouth,аузы,его рот,og'zi,ağzı,aǧzı,chg,word,1,
Ch 16,97,چيقار,çıqar-,to cause to exit,шығару,выводить,chiqarmoq,çıkarmak,çıqar-,chg,word,1,
Ch 16,98,چيقار,çıqar-,to let out,босату,выпускать,qo'yib yubormoq,salıvermek,çıqar-,chg,word,1,
Ch 16,99,عشرت,ʿişret,spending time together,сауық-сайран,совместное времяпрепровождение,ishrat,işret,ʿişret,chg,word,1,
Ch 16,100,بيکبارە,be-yekpāra,together,кенеттен,внезапно,birdaniga,birdenbire,be-yekpāra,chg,word,1,
Ch 16,101,اور,ur-,to strike,ұру,ударять,urmoq,vurmak,ur-,chg,word,1,
Ch 16,102,اور,ur-,to hit,соғу,бить,urmoq,çarpmak,ur-,chg,word,1,
Ch 16,103,پارە پارە,pāra pāra,broken into pieces,парша-парша,вдребезги,pora-pora,paramparça,pāra pāra,chg,phrase,2,
Ch 16,104,ساقلاب برسانک,saqlap berseñ,if you would protect it for me,сақтап берсең,если сохранишь для меня,saqlab bersang,saklayıversen,saqlap berseñ,chg,phrase,2,
Ch 16,105,سکزينجي قصە: عاج ابن عنوق نينک واقعەسى ترور.,Segizinçi qıṣṣa: ʿĀc ibn-i ʿAnūqnıñ wāqıʿası turur.,The Eighth Story: The Story of Aj son of Anuq.,Сегізінші қисса: Адж ибн Ануқтың оқиғасы туралы.,Восьмое сказание: История Аджа ибн Анука.,Sakkizinchi qissa: Oj ibn Unuqning voqeasi turur.,Sekizinci kıssa: Ac ibn-i Unuk'un vakasıdır.,Segizinçi qıṣṣa: ʿĀc ibn-i ʿAnūqnıñ wāqıʿası turur.,chg,sentence,7,
Ch 16,106,انداغ روايت قيلورلار کيم، حضرت نوح عليە السلام نينک وقت لاريدا عاج ابن عنوق ديب بر عادى کمرسە بار ايردى.,"Andaǧ riwāyat qılurlar kim, ḥażret-i Nūḥ ʿaläyhi‘s-sälamnıñ waqtlarıda ʿĀc ibn-i ʿAnūq dép bir ʿādı̇̄ kimerse bar érdi.","The story is told that, in the time of Noah, there was a giant named Aj son of Anuq.","Солай риуаят қылады кім, Хазрет Нұх ғалейһиссәләмнің уақыттарында Адж ибн Ануқ деп бір адтық кісі бар еді.","Так рассказывают, что во времена пророка Нуха, мир ему, был один человек из племени адитов по имени Адж ибн Анук.","Shunday rivoyat qilurlarkim, Hazrat Nuh alayhissalomning vaqtlarida Oj ibn Unuq deb bir odiy kimsa bor edi.","Şöyle rivayet kılarlar ki, Hazreti Nuh aleyhisselamın vakitlerinde Ac ibn-i Unuk deyip bir Ad kavminden kimse var idi.","Andaǧ riwāyat qılurlar kim, ḥażret-i Nūḥ ʿaläyhi‘s-sälamnıñ waqtlarıda ʿĀc ibn-i ʿAnūq dép bir ʿādı̇̄ kimerse bar érdi.",chg,sentence,17,
